query	answer
什么东西愈洗愈脏？	水
吸血鬼卓九勒，挨饿了二个月，好不容易找到一个男人吸血，没想到血一吸完，卓九勒一命呼，这究竟是怎么一回事？	因为两个血型不一样
谁想起妈妈的话就会哭？	爷爷（夜夜想起妈妈的话呀，闪闪的泪光，鲁冰花）
黑皮肤的人最大的优势是什么？	本身他们皮肤就是黑的，所以根本不用怕晒黑了
谁在唱歌时，听众鼓掌只响一声？	蚊子
哈里波特为什么会住在灯泡里？	因为哈里波特是巫师（钨丝）
一个阴森的夜晚，眼前站着长发披肩，身穿白衣脸色苍白的一个女孩，用手去摸她，却摸不着，为什么？	中间隔着透明的玻璃窗
李东对张南讲，他昨天刚出差到广州，晚上给家里打电话时妻子问他是不是把家里信箱钥匙带走了，他一找，果然是的。今天他赶紧把钥匙放在信封里寄了回去。张南一听，骂李东是笨蛋。你说这是为什么？	因为钥匙被投到信箱里了，还是拿不到
30至50区间哪个数字比熊的大便厉害？	40。原因：事实胜于雄（熊）辩（便）
摩托车为什么打不着火？	欠踹。
什么鬼整天腾云驾雾？	烟鬼。
什么东西头平脚尖，干活要挨打？	钉子。
什么？|西越洗越脏？	水
从前，遍地是金的山是什么山？	旧金山
什么东西只咬头发？	发卡
你说问别人什么问题是，老是回答“没有”？	你睡了没有？
艳阳高照，为什么只有小可全身湿淋淋的？	因为他正在游泳呀
月亮上有过外星人吗？	有啊，地球人去过
什么东西载得动一百捆干草却托不起一粒沙子，日夜奔跑却离不开自己的卧床？	河流
人体最大的器官是什么？	胆，胆大包天！
火车由北京到上海需要六个小时，行驶三个小时后，火车在哪？	铁轨上。
小刚从5000米高的飞机上跳伞，过了两个小时才落到地面，为什么？	他挂在了树上
爸爸什么时候像个孩子？	在爷爷面前
路上有辆车，A在开车，B和C坐在后座，车主是谁？	路上
稀饭为什么比米饭还贵呢？	物以稀为贵嘛
我说：老王，听说你最近在减肥？老王说：是啊！我说：怎么，觉得自己胖起来没我帅了吧！老王幽幽的说道：不是，是太胖了钻进你家柜子里，柜门关不上。	是太胖了钻进你家柜子里，柜门关不上
什么最长？	时间
什么东西不怕你打它千拳，却怕你扎它一针？	皮球。
阿平已经死了很久了，为什么他的棺材盖经常会被弄开？	他从小睡觉就喜欢踢被子。
什么河不能过？	夫妻不和
女儿第一次参加舞会，妈妈最担心什么？	与狼共舞
小明整天说个不停，为什么今天一句话不说了？	嗓子哑了
西红柿和巧克力打架，巧克力赢了（打一食品）	巧克力棒
有半瓶酒，瓶口用软木塞塞住，不准敲碎瓶子，不准拔去木塞，不准在塞子上钻孔，怎样喝到瓶子里的酒？	把木塞推进瓶里
什么动物一旦出门就不知道怎么回家？	麋鹿
老王很有钱，可别人说他是个奴隶，为什么？	守财奴
苹果和地心引力有什么关系？	农夫不会等到地球发生效力
如果你说出它来，它就不见了，它是什么？	沉默不语
全球通用的话是什么话？	电话
十二生肖中谁打架专靠嘴？	鸡
小王在一所学校里经常打人，却成了学校的优秀生，这是怎么一回事？	小王是一所体育学校里拳击班的学生。
一个人在回家的路上碰到10只狮子，请问他会变成什么？	十堆狮子大便。
什么东西生在山中色相同，泡在水中有绿红？	茶叶
龟兔又赛跑了，这次兔子没有偷懒、贪玩但是这次兔子还是输了，为什么？	乌龟把终点设在了海里
蚕蚁”是蚂蚁还是蚕？	蚕
和谁交往最辛苦？	莉莉，因为粒粒（莉莉）皆辛苦
最后冒出来的牙齿是哪一颗？	假牙
如果两个人掉到陷阱里了，死的人叫死人，活的人叫什么？	救命
莫愁、莫言都火了，我们怎么办？	莫急。
一只大象为什么听了蚂蚁说的一句话便晕过去了？	蚂蚁说，我有了，是和你的
侍儿扶起娇无力（打一食品名）	玉环稣
夜里迟归的丈夫，不小心惊醒“恰北北”的太太，可以用什么方法脱困？	假装梦游
生米不小心煮成熟饭时该怎么办？	准备开饭
死囚犯喜欢怎么死？	老死
什么光人人都不喜欢？	耳光
你用左手写字还是右手写字？	笔
哪位历史人物最欠扁？	苏武。原因：苏武牧羊北海边（被海扁）
又小又大的是什么（打一字）？	尖
如何让一只木棒放在地上而又不能让人跨过去？	墙下
什么“贼”不偷东西，专门卖东西？	卖国贼
四天三夜的露营活动，最令人难忘的是哪一夜？	宵夜
一个被指控的人，在其清白无辜被证明之前，他是有罪的。他是什么人？	被告
什么时候黄信介只能选择统一，不能独立？	买鲜奶的时候
喝什么可以让人变得聪明？	墨水
什么东西只能减不能加？	离死的日子
一年只要上一天班，而且永远不必担心被炒鱿鱼的人是谁？	圣诞老人
美人鱼最怕遇到谁？	加菲猫
什么东西见者有份？	阳光
A和B可以相互转化，B在沸水中可以生成C，C在空气中氧化成D，D有臭鸡蛋气味，问A，B，C，D各是什么？	A鸡B鸡蛋C熟鸡蛋D臭鸡蛋
鹊桥最大的贡献是什么？	既节约了人力物力还节约了财力
永远都没有终结的事是什么？	问题
小王给蚊子咬了一大一小的包，请问较大的包，是公蚊子咬的，还是母蚊子咬的？	母蚊子，公蚊子是不咬人的。
碳酸钙三样化学物质混合在一起。结果会怎么样？	你一定会被老师修理
哪种职业的人最容易出家？	屠夫，放下屠刀立定成佛~
猫最喜欢吃什么？	老鼠。
麦克杰克逊为什么要去做漂白手术？	怕遭到不白之冤
为什么相同的物品买一个交60元，买两个交20元？	用百元大钞买四十块钱的东西的找零
你有一艘船，船上有5个人；年龄最大的65岁，最小的5岁，平均35岁，那船主多少岁呢？	你就是船主
什么蛋打不烂，煮不熟，更不能吃？	考试得的零蛋；0；
孙子一手摸着爷爷的光头一手捋着爷爷的胡子说：“爷爷，人一变老，是不是头发都转移到下巴上了呢？”	是不是头发都转移到下巴上了呢
一个新老公和一只新买的狗有什么不同？	新买的狗一年后看到你还是很兴奋
为什么说当作曲家不需要多大的智慧？	因为他只需要认识7个字就行了。
一只蜜蜂停在日历上，打一成语？	风和日丽
人们最常讲什么话？	电话。
为什么小刚总要等老师动手才会去按老师说的做？	因为小刚耳朵不好，老师用手语
好与坏的中间是什么？	与
许仙遇见白蛇后，发生了什么事？	不知道因为他被白蛇吓倒了
哪一个字永远写不好？	坏
在什么时候更确定自己是中国人？	考外语的时候
为什么杀人要被判刑，杀蟑螂却不用？	蟑螂没有辨护律师
阿里巴巴与四十大盗的故事是东方夜谭还是西方夜谭？	都不是，是天方夜谈
小明拿了一百元去买一个七十五元的东西，但老板却只找了五元给他，为什么？	因为他只给了八十元给老板
什么东西将一间屋子装满，人又能活动自如？	空气和光
橡皮、老虎皮、狮子皮哪一个最不好？	橡皮。（橡皮差）
你在一年半的时间都不会说话，这段时间你在干什么？	刚出生在哭
太阳，月亮，星星哪个是哑巴？	星星（天上的星星不说话-鲁冰花）
森林里有一条眼镜蛇，可是为什么它从来不咬人？	因为森林里没人
为什么总是有人喜欢把人生比作舞台？	因为他们想当明星。
请将「5+5+5＝550」加上一笔划，使得等式成立。提示：不可以改成不等式喔	将其中一个加号加上一撇即可。（545+5=550）
小王家里有7盏灯，一天夜里，他关掉了5盏，请问还剩下几盏？	还是7盏。
在哪里理发最好？	头上
传说中每所大学都有一棵会杀人的树，它是什么树？	高数
鸡与鸭的对话	鸡同鸭讲。
什么时候竹篮打水不会一场空？	冬天
有个面包，走着走着饿了，结果怎么样？	把自己给吃了
米的爸爸是谁？	米的爸爸是蝶，蝶恋花。
什么花盛开时人看不见？	心花（心花怒放）
红螃蟹好吃还是黑螃蟹好吃？	红螃蟹小星右手的小指受伤了，那么他应该用哪只手写字？	右手因为右手不影响写字。
你知道什么水不能喝吗？	薪水
猫为什么见了老鼠就跑？	跑去抓猫
什么洞最深？？	黑洞
有个胖子上了公共汽车，没有月票，也没有买票，售票员为什么让他从起点坐到终点？	是个司机
在中国什么瓷器最贵？	碰瓷
你能做、我能做、大家都能做，一个人能做、两个人不能一起做。这是做什么？	做梦
金钟奖、金马奖、金像奖哪个对国家贡献最大？	金钟奖（精忠报国）。
小明的爸爸是警察，他眼看着儿子偷了一样东西，却没有多加管教，这是怎么回事？	小明在偷笑呀
你知道蚊子不叮什么吗？	不叮狗，因为是布丁狗
哪种中药最倒楣？	人参
谁是世界上最有恒心的画家？	化妆的女人
象棋与围棋的区别是什么？	前者越下越少，而后者越下越多
王大婶整天说个不停，可有一个月他说话最少，那是哪个月？	2月份
小明走路的脚印为什么比脚小？	高跟鞋
阿里家养的狗叫什么名字？	旺旺（阿里旺旺）
蚂蚁的牙是什么颜色的？	黑色
什么动漫人物最专情呢？	美人鱼，因为美人鱼不会劈腿
什么时候做的事别人看不到？	梦里做事
什么人整天高高在上？	飞行员
猪圈里的猪出来了，怎么办？	王力宏
一个胖子和一个瘦子一起跳楼，谁先到达地面？	围观的群众
猫和猪有何区别？	一种是宠物一种是食物
世界上什么蛋不能吃，煮不熟，却打得破？	考试得的零蛋
吃什么是最安全的呢？	吃亏
1234567890哪个数字最勤劳，哪个数字最懒惰？	1懒惰；2勤劳。（1不做2不休）
甲乙两位仇人以喝毒酒决定生死，为什么乙选了没毒的酒却死了？	被甲打死了。
路上走着7个老爷爷，他们每个人的手中都拿了7根拐杖，每个拐杖上都挂了7个鸟笼，每个鸟笼里都装了7只鹦鹉。那么一共有多少只鹦鹉呢？	—共有2401只鹦鹉
牙医最喜欢的行业是什么？	糖果店
拿鸡蛋撞石头为何不烂？	石头当然不会烂
兔子比什么可以绝对赢乌龟？	仰卧起做
什么交通工具速度越慢越让人恐惧？	正在飞行的飞机
羊没呼吸了叫什么？	扬眉吐气
老张有很厉害的胃病，可他每周有五天总往牙科跑，这是为什么？	老张是牙科医生
为什么现代女性都喜欢用沐浴露，而不喜欢用肥皂？	怕越洗越脏
用猪肝和熊胆作成的神奇肥皂	肝胆相照
有一种布很宽也很好看，但是没有人用它来做衣服，这是什么布？	瀑布
谁的手不能摸？	仙人的手（仙人掌）
吃饭的时候最扫兴的是什么？	没做饭
要怎样做，才能使梦想变成现实？	闹钟一响，你就会从梦中回到现实。
为什么和尚总是朝北拜？	因为“；南无阿弥陀佛”；
一个人想在一夜里变成千万富翁，他该怎么办？	做梦吧
冬冬的爸爸牙齿非常好，可是他经常去口腔医院，为什么？	因为他是牙科医生
有七个环，环环相扣成一直线状，七环只可破坏其中一个。每次只能取走一个环，每次不能多拿，也不可少拿，要求分别拿七次，将七环分别取走？	破坏第三个
李红每次赛跑都是倒数第一，这次却是正数第一，为什么？	只她一人
为什么大丈夫要负责赚钱？	把“夫”倒过来看看
在什么情况之下2/4和4/4不会约为成最简分数？	写在五线谱上面
下雨天三个人在街上冒雨走，为什么只淋湿了一个人的。	一个怀着双宝孕的妇人
現在有二枚市面常用的硬币，面值共为六毛，其中有一枚不是一毛，请问二枚硬币面值各为多少	一枚不是一毛，那另一枚是一毛，因此是一毛和五毛
沿着赤道开车，为什么会越来越冷？	因为坐的是动（冻）车。
共汽车上，两个人正在热烈的交谈，可围观的人却一句话也听不到，这是因为什么？	这是一对聋哑人
为什么妈妈几个月都不给孩子吃饭可孩子仍然长的很好？	因为这个孩子还是个胎儿。
什么东西装玻璃，爱把鼻子当马骑？	眼镜。
桌子上有8只蜡烛，风吹灭了3只！一段时间后还有几只蜡烛？	三只蜡烛
有一样东西，你只能用左手拿它，右手却拿不到，这是什么东西？	右手
什么花很快就不见了？	火花。
一个人一天吃了二十只牛，为什么？	蜗牛
如果开着一辆车，小明坐在副驾驶上，小红坐在小明后面，谁开车？	如果开车
小明只会花钱，天天花很多钱，可最后却成了百万富翁，为什么？	以前是亿万富翁
小明是高的儿子但是小明却不肯喊他爸爸，为什么？	因为高是小明的妈妈
最洒脱的是哪一天？	星期六（洒脱day=Saturday=星期六）
台风天气要带多少钱出门？	四千万
大家都不想得到的是什么？	得病
医生问病人：“感冒吗？”病人摇摇头。“肚子疼？”病人摇头“神经病？”病人摇头。究竟他是来看什么病的？	是来看不停摇头的毛病。
杰克跑的最快，为什么他的长官还要批评他？	逃跑
红娘子，坐高楼，刮大风，点点头。（打一植物）	高粱
什么东西天上有，地上也有？	阳光
什么人最能保护人？	孕妇，看她们把胎儿保护得多好。
某富翁的左右邻居都养狗，一到晚上，这二条狗就吠叫不停。无法忍受这种折磨的富翁，便出搬家费一百万元，希望左右邻居搬走。的确，两个邻居是连狗一起搬家了，但是一到夜晚，富翁还是可听到完全相同的狗吠声。这是为	两邻居互相交换房屋
小明有一天不小心撞到电线杆，为什么连手也会痛？	因为小明狠狠地揍了电线杆一顿
什么季节最暧昧？	秋天（暗送秋波）
在营休假的阿福和阿明，为什么躲在寝室里却搞得流血又流浓的好不畅快？	相互挤青春痘
早上、中午、晚上哪个时间段做坏事最好？	中午
三人共撑一把小伞在街上走，却没有淋湿，为什么？	没有下雨
在什么情况下等式6+7+2=3成立呢？	这是在表示钟表的时间。也就是说6点钟过了7个小时，再过2个小时，就是3点。
什么东西不用的时候朝下，用的时候朝前？	钥匙
红和绿豆放在一个碟子里，小明为什么一下就把它们分开了？	红豆和绿豆一样只有一颗
什么东西看不到却可以摸到，万一摸不到会把人吓到？	脉搏
哪种蛇的寿命最长？	三寸不烂之舌
别人问路时，最怕听见什么话？	这就是人间吗
什么两个脑袋、六条腿、一条尾巴？	人骑马
铁掌水上漂	裘千刃
烟缸，打一字。	盔
小明与丈夫生的婴儿牙齿是什么颜色的？	婴儿没牙齿
药店着火四字成语	不可救药
老王一天要刮四五十次脸，脸上却仍有胡子。这是什么原因？	老王是个理发师
你知道稀饭贵还是烧饼贵？	稀饭。物以稀为贵
一个人走夜路，最怕听到哪一句话	请问你是什么血型
贪玩的小孩喜欢上什么课？	下课
一条河上有两座桥，一高一低，为什么高的一年被淹两次，低的却只被淹一次？	高的桥在下游
你知道什么书从来不单独拿出卖吗？	说明书
小美总抱怨寒假比暑假短，你知道这其中的道理么？	热胀冷缩
小明走路的脚印为什么比脚小？	小明穿着高跟鞋呢
小王考试得了0分，至少证明了什么？	证明他考试没有作弊！
为什么黑人不能当上美国总统？	白宫里面住白人的
为什么暑假一定比寒假长？	热涨冷缩
老王是出了名的拳手，为什么一戴上拳击手套反而让对手三下两下打下台去了？	他是划酒拳的高手
上台领奖致感谢辞时，可以不必说哪句话？	谢谢各们爸爸妈妈
要把一个大湖盖住，用什么办法最好？	等河面结冰
一条凶猛的眼镜蛇，在一个森林里它为什么不吃人。	因为森林里没有人
是什么让一两个小时的电影变成了三四个小时？	广告
大灰狼拖走了羊妈妈，小羊为什么也不声不响地跟了去？	小羊还没有出生
一只小狗在沙漠中旅行，找到了电线杆，上面没贴任何东西，结果还是憋死了，为什么？	很多小狗在排队，没等到
灰姑娘的老爸老妈可能是谁？	白雪公主与包公
为什么在台湾看不到绿色的山峰？	因为台湾有吴（无）青峰。
为什么大雁秋天要飞到南方去？	如果走，哪太慢了
9月28日是孔子诞辰日，那么10月28日是什么日子？	孔子满月了
什么人一年只工作一次？	圣诞老人
一辆出租车在公路上正常行驶，并且没有违反任何交通规则却被一个警察给拦住了，请问为什么？	警察打车
树心有眼，西下美女，手扶下巴，人在尔边，心死相依，言及自己，十件家具，白色勺子，儿女相全，又住一起	想要把你忘记真的好难。
重男轻女打一地名	贵阳
什么东西人用完了很快会回来？	力气
一棵树绑着一只虎，绳长10公尺，距树公尺处有一堆草，要如何它才能吃到那堆草？	老虎根本不吃草。
为什么每次有推销的来老王都会想不开？	想不开门。
什么东西薄薄一片，只有0。2公分，但是它可以装进你想要放的东西？	照片。
电动车时速80公里，向北行驶。有时速20公里的东风，请问电动车的烟，朝那个方向吹？	电动车是没有烟的
楚楚的生日在三月三十日，请问是哪年的三月三十日？	每年的三月三十日
一个四脚朝天，一个四脚朝地，一个很痛苦，一个很高兴，这是在干什么	猫捉老鼠
金太太一向心直口快，可什么事竟让她突然变得吞吞吐吐了呢？	金太太在吃甘蔗的时候吞吞吐吐
什么酒喝不了？	天长地久
李时珍医术高明，为什么治不了曹操的头痛？	他们不是同一时代的人
什么时候月亮会比太阳大？	写“；明”；字的时候
丽丽眨巴着眼睛出了道题目：每个人都有10根指头，哪根指头最长？	无名指中指
全副武装的人与手无寸铁的人进行激烈的搏斗这是什么事情？	是城市管理者执法
什么东西打破了才能吃？	鸡蛋
南来北往的二个人，一个挑担，一个背包，他们没争也没吵，也没有人让路，却顺利的通过了独木桥，为什么？	南来北往都是朝一个方向走呀
用1、2、3这3个数码表示的最大数字是多少？	“3”的“21”次方
什么职业最难？	名侦探，因为名侦探柯南（可难）。
明天是几号啊？	今天加上一号
一般来说，你是用左手写字还是右手写字？	一般来说是用笔来写字
斑马向熊猫多次求婚，你知道为什么熊猫就是不答应吗？	因为他觉得斑马身上有文身，她不喜欢。
什么东西生的可以吃，熟的可以吃，用刀切不开，洗过之后就没人吃？	水！！
四个9加起来为什么等于100？	99+9/9=100
夫妻吵架之后为什么老公向老婆出了道数学题？	因为老公想“；求和”；
自来水和雨水有什么区别？	一个要花钱，一个不要花钱
用3，3，8，8四个数只用加减乘除，如何算出24？	8/（3-8/3）=24
大人上班迟到的理由是堵车，小孩子迟到的理由是什么？	妈妈睡过了头
如果诸葛亮没有死，世界将会有什么不同？	世界将会多一个人
作家最后一本书是什么书？	遗书
什么水果最忙？	芒果
专爱打听别人事的人是谁？	记者
什么东西能令万物黯然失色？	云，云能遮天盖日。
为什么蝙蝠会经常倒吊着？	因为它胃下垂
这冰看起来就好像是张铝箔（四字成语）	如履（铝）薄冰
喝可乐可以再来一罐，买洗衣粉也可以买大送小，那请问什么店不能买一送一？	棺材店
“蛀牙、烂萝卜、孕妇”三者的共同点是什么？	拔得太慢，都是虫子惹的祸
你知道大象身上最长的东西是什么吗？	血管。
为什么结婚之后的生活像潜水？	结婚后要忍气吞声了
什么人不需要用电？	缅甸人（“免电”人）
当一个人拥有它时它存在，另外一个人拥有它时它就不存在了，它是什么？	秘密
什么人生病从来不看医生？	瞎子
海中绿洲（打一城市）？	青岛
有面无口，有脚无手。听人讲话，陪人吃酒。居家物品	桌子
吃什么会变丑啊？	藕（因为chǒu丑（谐音吃藕丑）
拖什么东西最轻松？	拖鞋
小明有很严重的胃病，可他每天却总往牙科跑，这是为什么？	牙科医生
有一家电影院，正在放映一部喜剧冒险爆笑片，男主角的动作很滑稽，可是电影院内的观众反而愈看愈伤心，这是为什么？	因为扮演这位男主角的刚过世
一只母羊和一只小羊正在吃草，来了一只老狼把母羊给叼走了，小羊也乖乖地跟走了，请问怎么回事	小羊在母羊的肚子里
外国人问路，小明拼命有英语对他说，他却一点也听不懂，这是为什么？	因为他是法国人
有人中大奖了。（打一首歌名）	可惜不是你
小涵的妈妈熨烫衣服，一件衣服要五分钟，一条裤子要三分钟，现在有三件小衣服，一条裤子，小涵的妈妈要几分钟才能全部熨烫完？	18分钟
什么东西先穿鞋子后穿袜子？	钉子，踩到钉子的时候，钉子先穿（透）鞋子，再穿（透）袜子！
AxB=12，BxC=13，CxD=14。那么，AxBxCxD=？	168。AxBxCxD=12x14=168。
在家里，小白长得和谁比较像？	大白（真相大白）
第一次世界之战是在何时发生？	亚当与夏娃打架的时候
什么东西一百个男人无法举起，一女子却可单手举起？	比如一个鸡蛋，一百个男人不可能同时举起一个鸡蛋
妈妈把长发剪短了,可是回到家里却没有人发现,为什么？	家里没人
一对健康夫妇，为什么生出只有一只右眼的婴儿？	每个人都只有一只右眼
人一生下来第一件要做的是什么事？	呼吸。
一块砖头是一公斤加半个砖头的重量。那么一块砖头是多重？	1块砖头=1公斤+1/2块砖头；所以一块砖头就是2公斤重。
上课铃声东响了，却没有一个同学在教室里，怎么回事？	上的是体育课
这个东西，左看像电灯，右看也像电灯，和电灯没什么两样。但它就是不会亮，	坏掉的电灯
如何让饮料变大杯？	念大悲咒
什么鸡不下蛋？	飞机
跳蚤和大象有什么区别？	大象身上有跳蚤，跳蚤身上没有大象！
你知道火柴烧着后进了医院,变成什么了吗?	棉花|棉签
小王娶媳妇为什么不花一分钱？	做梦娶
什么东西掉进水里不会湿？	影子
亚当和夏娃结婚后，最大的遗憾是什么？	没有人来喝喜酒
你不是聋子，为什么我说话你听不到？	因为不在同一个地方
小王做事总是拖泥带水，但上级部门总是表彰他，这是为什么？	他是泥瓦匠
不准说话，猜一个字	吻。
红螃蟹好吃还是黑螃蟹好吃？	红螃蟹，因为黑螃蟹没熟
什么比乌鸦更令人讨厌？	乌鸦嘴
有个汽车司机，在交叉路口上突然撞进人群中，全速向前跑，警察也不责怪他。你说这是为什么？	汽车司机今天没开车
姓什么的人不爱说话？	姓金
有三个空房间，一间房间有三盏灯，另一个房间有三个开关，每一个开关只能打开一盏灯，如果你只可以进每个房间一次，。那你要如何知道那个开关控制哪盏灯？	进有开关的房间，打开其中一个开关，过5分钟后关掉，再打开另一个开关后离开房间。
什么东西6只脚，却只用4只脚走路？	骑士
火车由北京到上海需要6小时，行使3小时后，火车该在什么地方？	在车轨上
把24个人按5人排列，排城6行，该怎样排？	排成正六边形即可
小明肚子已经好胀了，但是为什么还在不停喝水呢？	掉水里了。
会给人带来痛苦的光是什么光？	耳光
什么动物没生病人们却常常买药给它吃？	老鼠
什么时候你会希望自己在一个鸟不拉屎的地方？	头顶上有鸟屎的时候
小张把一个鸡蛋扔出一米之外，鸡蛋却没有破，为什么？	因为鸡蛋还没有落地
你知道一个人的小腿应该有多长吗？	应该长到碰着地面
波斯湾战争中，为什么美军在夜间死伤比伊军少？	美国黑人较多
小明和小红互相吹牛，小红说她可以把整个世界吃下去，小明说了什么胜过了小红？	小明说：我可以把你吃下去
马的头朝南，马的尾朝那？	朝下
什么样的河人们永远也渡不过去？	银河
一个人在房间坐着很冷怎么办？	站到墙角去，墙角那里有90度，躺下来180度。
A和C比，谁高呢？	C比较高（因为ABCD，A比C低）
杀人的子弹从哪儿来？	当然从枪口里出来
敲凳子会发出“咚咚”声，那么凳子敲人会发出什么声？	惨叫声
什么是倾国倾城貌？	地震以后
班长告诉菜鸟，当拉开手榴弹的保险之后，口中先数五秒再投掷出去，菜鸟一切都按班长指示动作，但仍被炸死了，为什么？	因为菜鸟有口吃
一座桥上面立有一牌，牌上写“不准过桥”。但是很多人都照样不理睬，照样过去。你说为什么？	这座桥的名字叫“不准过桥”
什么话可以一语道破天机？	天气预报
什么剑是透明的？	看不见
什么东西买的人知道，卖的人知道，用的人不知道呢？	棺材
哪里的僵尸胸部最大？	植物大战僵尸里面的僵尸胸部最大，因为老是有一大波僵尸向你靠近~
为什么冷笑话一次要讲三遍？	三思而后行（三嘶~~而后行）
叫什么名字最辛苦？	莉莉
什么老鼠爬最慢？	爬在乌龟身上的老鼠
老明有3个儿子大儿子叫大哥二儿子叫二哥（请问小儿子叫什么）？	小明
怎样用三根筷子搭出比三大比四小的数？	Π，圆周率3。1415926
一只蚂蚁居然从四川爬到了东京，可能吗？	地图上爬
加减乘除少一点打一字？	坟
三人戏一球，一人在绸缪，一人翻身踢，一人地下收。据此诗猜一字	似。说明：谜文以比喻的形式，极其生动地描绘了“似”字的结构，确切而自然，同时谜文本身又是一首诗，它将三人戏球的场面作了精彩的描写，戏球者各具情态，活龙活现。
什么运动只有一个女的和多个男的参加？	抛绣球
请问什么样的书最香？	食谱
顶地立天是什么意思？	倒立
麦可杰克森的儿子是幸福的，为什么？	他可以把他爸爸的鼻子拿下来玩
有一个富豪想知道他的什么东西最值钱。你知道吗？	他脑袋
红豆与绿豆被放在一个碟子里，小明为什么一下子就把它们分开了？	一颗
什么样的人最喜欢长发？	理发师
小偷、黑客、工程师都靠什么吃饭？	靠嘴
老高骑自行车骑了十公里，但周围的景物始终没有变化。为什么？	他骑的是室内健身车
小王的爸爸有3个儿子，一个叫大毛，一个叫小毛，第三个叫什么？	小王
什么鬼大家都喜欢？	机灵鬼
什么人爱在考场上东张西望？	监考老师
什么東西越洗越脏？	水
上完厕所，要用左手、还是右手擦屁屁会比较好？	用卫生纸比较好
请龟兔赛跑，请猪来当裁判，请问龟兔谁会赢？	不能说！说的人是猪
杰瑞走在雨中，为何瞬间就死了？	他走在枪林弹雨中。
满满一杯啤酒，怎样才能先喝到杯底的酒？	用吸管
哞哞叫的牛一下水游泳后就不叫了（四字成语）	有勇无谋（哞）
在什么情况下人人都戴眼镜？	看3D电影时。
唐僧师徒四人在取经路上都是谁帮他们洗的澡？	都是妖精帮他们洗的澡，因为妖精每次抓到他们之后都会吩咐说“洗洗干净，吃了……”
一个人掉进游泳池里，为什么他的脚没有湿？	因为游泳池里没有水
什么事情，只能用一只手去做？	剪自己的手指甲
世界上什么东西以近2000公里/小时的速度载着人奔驰，而不必加油或其它燃料？	地球
你知道为什么多啦A梦一辈子都生活在黑暗中吗？	伸手不见五指
总是在舌头比头脑快时才产生的感觉是什么？	愚蠢
越剪会变得越大的是什么？	洞会越剪越大的
生日最不想要的是什么礼物？	钟（因为是送终呀）
三岁的小王凭什么断定，人只能同亲戚结婚？	他家结了婚的人全是亲戚！
什么时候人们害怕得第三名？	只有三个人参加比赛的时候
珍惜和CLOUD学习驾驶帆船。珍惜对CLOUD说：我知道帆船在逆风时也可以前进，但我今天真倒霉，帆船进入了一个完全无风的地带，幸亏后来遇到一股强烈的潮水才得以逃脱。CLOUD说：虽然是无风地带，但还是	可能。
青蛙为什么能跳得比树高？	树不会跳
加菲猫和黑猫一起去找工作面试，谁被刷下来了？	黑猫
水和火相比较，哪个腿比较长？	火（火腿肠）
月黑风高的晚上，传来一阵又一阵的狗吠声，外面却突然响起“咚咚咚”的敲门声，你猜会是谁呢？	不管是谁劝你还是别开门好
7加3在什么时候等于8？	中秋节遇上国庆节的时候
六岁的小明总是喜欢把家里的闹钟整坏，妈妈为什么总是让不会修理钟表的爸爸代为修理？	爸爸是修理小明
最喜欢战争的人是谁？	军火商
爱斯基摩人用什么吃饭？	用嘴吃饭
小明买西瓜要5块钱，给了老板5块钱后为什么老板又给他5块呢？	老板给他的是5块西瓜。
唐三藏的儿子叫什么？	唐三藏都没有结婚
你有一艘船，船上有十五位船员，六十位乘客，三百吨货物。你能根据上面的提示，算出船主的年龄吗？	你就是船主年龄还需要算吗
小明家很富裕，可他想买玩具时却从不向母亲要一分钱，为什么？	因为一分钱买不到玩具
小王过十三岁的生日，为什么桌子上有十四根蜡烛？	那晚停电，有一根是用来照明的
大力士永远也举不起的东西是什么？	自己
月月和妍妍两人撑着一把伞在雨中走，为什么只有月月湿了裤子	妍妍穿的是裙子
有一个地方，人人都能坐，只有你不能坐，那是什么地方？	你的大腿。
牛頓在苹果树下苹果击中，发现了地心引力；如果你坐在椰子树下，等待被椰子打中，你会发现什么？	会发现这种行为很愚蠢
问你龟兔第三次赛跑，兔子一没有骄傲，二没有睡觉非常努力的奔跑，终点也不在水里，可是还是输了为什么？	乌龟是只忍者神龟。
5比0大，0比2大，而2又比5大。你知道是怎么回事吗？	玩“；剪刀、石头、布”；游戏
什么书在书店买不到？	遗书
世界上哪一条河最危险？	莱茵河
什么牛是最好骗的？	蒙牛
什么东西最容易让一个士兵倒下？	床
王小明要跳水了！可是为什么围观的群众愈来愈多，却没有人想救他？	该地正在举行跳水比赛他是参赛选手之一
和尚打着一把伞，是一个什么成语？	无发无天
左眼跳财，右眼跳灾，如果左右眼皮一起跳呢？	破财消灾
有一位女士离婚数次打一四字成语	前公（功）尽气
什么样的人物照片你看不出照的是谁？	X光片
你很想知道一件事，但别人不告诉你，怎么办？	打破砂锅
螃蟹为什么横着走？	因为有钳，所以任性！！
什么时候太阳会打从西边升起？	从镜子里
圣女贞德是哪国人？	天国
女人什么时候才会嫌衣服太多？	洗衣服的时候
金像奖哪个对国家贡献最大？	金钟奖（精忠报国）。
坏人属于人类，那么好吃懒做的人渣属于什么类？	人类。
船边挂着软梯，离海面2米，海水每小时上涨半米，几个小时海水能淹没软梯？	水涨船高，永远都淹不到
打什么东西毫不费力？	打瞌睡、打呼噜
米汤淋头，请猜一名星。	周润发。
